Taxon	Row	original_taxon	Vernacular	Family	Order	SQS	Conservation status	Current conservation status	Designation summary	Larval feeding guild	Adult feeding guild	Broad biotope	Habitat	Resources	Specific assemblage type	Habitat score	Associations	Genus	subgenus	species	subspecies	TAXON_VERSION_KEY	RECOMMENDED_TAXON_VERSION_KEY	NAME_STATUS	MATCHED_ON
Psectra diptera	8907	Psectra diptera		Hemerobiidae	Neuroptera	1				predator	predator	open habitats	tall sward & scrub	habitats >> scrub, soil humidity >> dry			Aphididae	Psectra		diptera		NBNSYS0000010812	NHMSYS0000869741	R	Taxon
Pselactus spadix	1591	Pselactus spadix		Curculionidae	Coleoptera	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	coastal	sandy beach	tidal litter				Pselactus		spadix		NBNSYS0000025275	NBNSYS0000025275	R	Taxon
Pselaphaulax dresdensis	7789	Pselaphaulax dresdensis		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	wetland	acid & sedge peats	deep litter	W313	acid mire: C	Arthropoda	Pselaphaulax		dresdensis		NBNSYS0000024152	NBNSYS0000024152	R	Taxon
Pselaphochernes dubius	8980	Pselaphochernes dubius	Small Chernes	Chernetidae	Pseudoscorpiones					predator	predator	open habitats	tall sward & scrub	base status >> base rich, habitats >> litter & ground layer, soil humidity >> dry, soil type >> calcareous substrates			Arthropoda	Pselaphochernes		dubius		NBNSYS0000013832	NBNSYS0000013832	R	Taxon
Pselaphochernes scorpioides	8981	Pselaphochernes scorpioides	Compost Chernes	Chernetidae	Pseudoscorpiones	1				predator	predator	open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> damp	F001		Arthropoda	Pselaphochernes		scorpioides		NBNSYS0000013831	NBNSYS0000013831	R	Taxon
Pselaphus heisei	7790	Pselaphus heisei		Staphylinidae	Coleoptera	1				predator	predator	wetland	acid & sedge peats	deep litter		acid mire: B	Arthropoda	Pselaphus		heisei		NBNSYS0000024153	NBNSYS0000024153	R	Taxon
Pselnophorus heterodactyla	5219	Pselnophorus heterodactyla	Short-winged Plume	Pterophoridae	Lepidoptera	16	pRDB 1	[Threat]	[IUCN Threat listing] (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Lapsana communis, Mycelis muralis	Pselnophorus		heterodactyla		NHMSYS0000503933	NHMSYS0000503933	R	Taxon
Psen ater	12189	Psen ater		Crabronidae	Hymenoptera	32	Extinct	RE	IUCN Threat listing (1)									Psen		ater		NBNSYS0000009528	NHMSYS0000876631	R	Taxon
Psenulus chevrieri	12190	Psenulus chevrieri		Crabronidae	Hymenoptera	1												Psenulus		chevrieri		NHMSYS0021305003	NHMSYS0021305003	R	Taxon
Psenulus concolor	9950	Psenulus concolor		Crabronidae	Hymenoptera	1				parasitoid	unknown	tree-associated	decaying wood	dead trunks & branches >> trunks & branches	A212		Fagales, Psyllidae	Psenulus		concolor		NBNSYS0000009539	NHMSYS0000876634	R	Taxon
Psenulus pallipes	3495	Psenulus pallipes	Pale Footed Black Wasp	Crabronidae	Hymenoptera	1				parasitoid	nectivore	tree-associated	decaying wood	dead trunks & branches >> trunks & branches, flowers (adult)	A212		Aphididae, Fagales	Psenulus		pallipes		NBNSYS0000009538	NBNSYS0000009538	R	Taxon
Psenulus schencki	3496	Psenulus schencki		Crabronidae	Hymenoptera	1	[Na]	[Scarce]	[GB Rarity listing] (1)	parasitoid	nectivore	tree-associated	decaying wood	dead trunks & branches >> trunks & branches, flowers (adult)	A212		Fagales, Psyllidae	Psenulus		schencki		NBNSYS0000009540	NHMSYS0000876635	R	Taxon
Pseudamnicola confusa	2443	Pseudamnicola confusa		Hydrobiidae	Littorinimorpha	8				herbivore	herbivore	wetland	marshland	base status >> base-neutral, shallow freshwater pond >> aquatic: well vegetated			Glyceria	Pseudamnicola		confusa		NBNSYS0000006612	NBNSYS0000006612	R	Taxon
Pseudanodonta complanata	12797	Pseudanodonta complanata	Depressed River Mussel	Unionidae	Unionoida	4	DD (European); DD (Global); NS; Section 41 Priority Species	DD (European); LC; Nationally Scarce; S41. Priority Species	GB Rarity listing (1); IUCN Threat listing (2); Legal listing (1)									Pseudanodonta		complanata		NHMSYS0001772060	NHMSYS0000336867	R	Taxon
Pseudapion rufirostre	1081	Pseudapion rufirostre		Apionidae	Coleoptera	1				herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry			Malvaceae	Pseudapion		rufirostre		NBNSYS0000025013	NHMSYS0020153217	R	Taxon
Pseudaplemonus limonii	1082	Pseudaplemonus limonii		Apionidae	Coleoptera	4	[Nb]; Nb	[Scarce]	[GB Rarity listing] (2)	herbivore	herbivore	coastal	saltmarsh	saline silt	M311	Wadensee Saltmarsh fidelity index: hal-1	Limonium vulgare	Pseudaplemonus		limonii		NBNSYS0000025008	NBNSYS0000025008	R	Taxon
Pseudargyrotoza conwagana	5652	Pseudargyrotoza conwagana	Yellow-spot Twist	Tortricidae	Lepidoptera					herbivore	nectivore	tree-associated	arboreal	canopy, inflorescence >> seeds			Fagales	Pseudargyrotoza		conwagana		NBNSYS0000026524	NHMSYS0000503935	R	Taxon
Pseudenargia ulicis	5033	Pseudenargia ulicis	Berber	Noctuidae	Lepidoptera	1				herbivore	nectivore							Pseudenargia		ulicis		NBNSYS0000006403	NBNSYS0000006403	R	Taxon
Pseudepipona herrichii	3647	Pseudepipona herrichii	Purbeck Mason Wasp	Vespidae	Hymenoptera	16	RDB 1; Section 41 Priority Species	S41. Priority Species; [Threat]	Legal listing (1); [IUCN Threat listing] (1)	parasitoid	nectivore	open habitats	short sward & bare ground	habitats >> exposed sand, habitats >> sward/field layer, soil humidity >> dry, soil type >> clay, soil type >> sand	F111		Acleris hyemana	Pseudepipona		herrichii		NHMSYS0001772061	NHMSYS0000876638	R	Taxon
Pseudeuophrys erratica	10040	Pseudeuophrys erratica		Salticidae	Araneae	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)			open habitats			F003			Pseudeuophrys		erratica		NBNSYS0100004904	NBNSYS0100004904	R	Taxon
Pseudeuophrys lanigera	6775	Pseudeuophrys lanigera		Salticidae	Araneae	1		LC	IUCN Threat listing (1)	predator	predator							Pseudeuophrys		lanigera		NBNSYS0100004905	NBNSYS0100004905	R	Taxon
Pseudeuophrys obsoleta	6776	Pseudeuophrys obsoleta	Whelk-shell Jumper	Salticidae	Araneae	4	NS; Section 41 Priority Species	LC; Nationally Scarce; pLC; S41. Priority Species	GB Rarity listing (1); IUCN Threat listing (2); Legal listing (1)	predator	predator	coastal	sandy beach	saline silt, tidal litter			Arthropoda	Pseudeuophrys		obsoleta		NBNSYS0100004906	NBNSYS0100004906	R	Taxon
Pseudeuparius sepicola	732	Pseudeuparius sepicola		Anthribidae	Coleoptera	8	[RDB 2]	[Threat]	[IUCN Threat listing] (1)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, dead trunks & branches >> aerial branches	A212	IEC: 3, IEC (older version): 3	Carpinus, Fagus, Quercus	Pseudeuparius		sepicola		NHMSYS0021131922	NHMSYS0021131922	R	Taxon
Pseudexechia parallela	11598	Pseudexechia parallela		Mycetophilidae	Diptera	4	(LR); NS	Nationally Scarce; [Threat]	GB Rarity listing (1); [IUCN Threat listing] (1)									Pseudexechia		parallela		NBNSYS0000011903	NBNSYS0000011903	R	Taxon
Pseudisobrachium subcyaneum	12170	Pseudisobrachium subcyaneum		Bethylidae	Hymenoptera	8						open habitats	short sward & bare ground	habitats >> unknown				Pseudisobrachium		subcyaneum		NBNSYS0000009291	NHMSYS0000876641	R	Taxon
Pseudochorthippus parallelus	2456	Pseudochorthippus parallelus	Meadow Grasshopper	Acrididae	Orthoptera	1		LC	IUCN Threat listing (1)	herbivore	herbivore	open habitats	tall sward & scrub	habitats >> sward/field layer				Pseudochorthippus		parallelus		NHMSYS0021583970	NHMSYS0021583970	R	Taxon
Pseudocistela ceramboides	2655	Pseudocistela ceramboides		Tenebrionidae	Coleoptera	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)		nectivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, flowers (adult), heartrot >> decaying wood, heartrot >> hollow tree cavities, heartrot >> woodmould	A211	IEC: 2, IEC (older version): 2	Fagales	Pseudocistela		ceramboides		NBNSYS0000024860	NBNSYS0000024860	R	Taxon
Pseudococcyx posticana	5653	Pseudococcyx posticana	Dark Pine Shoot	Tortricidae	Lepidoptera	4				herbivore	nectivore	tree-associated	arboreal	canopy >> mature tree canopy, conifer or broadleaved >> conifer only, foliage			Pinus sylvestris	Pseudococcyx		posticana		NBNSYS0100004908	NBNSYS0100004908	R	Taxon
Pseudococcyx turionella	5654	Pseudococcyx turionella	Pine Bud Moth	Tortricidae	Lepidoptera	4				herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> conifer only			Pinus	Pseudococcyx		turionella		NBNSYS0100004909	NBNSYS0100004909	R	Taxon
Pseudocoenosia abnormis	8699	Pseudocoenosia abnormis		Muscidae	Diptera	1				predator	predator	wetland	acid & sedge peats	base status >> acid, sphagnum/moss lawn				Pseudocoenosia		abnormis		NBNSYS0000030934	NBNSYS0000030934	R	Taxon
Pseudocoenosia solitaria	8700	Pseudocoenosia solitaria		Muscidae	Diptera	1				predator	predator	wetland	acid & sedge peats	base status >> acid				Pseudocoenosia		solitaria		NBNSYS0000030935	NBNSYS0000030935	R	Taxon
Pseudoips prasinana	5102	Pseudoips prasinana	Green Silver-lines	Nolidae	Lepidoptera	1				herbivore	nectivore	tree-associated	arboreal	canopy >> mature tree canopy, conifer or broadleaved >> broadleaved only			Asteraceae, Fagales	Pseudoips		prasinana		NHMSYS0000079340	NHMSYS0000517403	R	Taxon
Pseudolimnophila lucorum	357	Pseudolimnophila lucorum		Limoniidae	Diptera	1				saprophagous	does not feed	wetland	acid & sedge peats; marshland	wetland vegetation				Pseudolimnophila		lucorum		NBNSYS0000008143	NBNSYS0000008143	R	Taxon
Pseudolimnophila sepium	358	Pseudolimnophila sepium		Limoniidae	Diptera	1				saprophagous	does not feed	tree-associated; wetland	running water; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, drawdown zone: mud/shallow litter, flow >> slow flow, humidity >> wet, seepages >> base rich seepage, seepages >> shaded seepage, seepages >> unshaded seepage, shadiness >> heavy shade, woodland stream			Fagales	Pseudolimnophila		sepium		NBNSYS0000008144	NBNSYS0000008144	R	Taxon
Pseudoloxops coccineus	12092	Pseudoloxops coccineus		Miridae	Hemiptera	1						tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only				Pseudoloxops		coccineus		NBNSYS0000010245	NHMSYS0020309744	R	Taxon
Pseudolyciella pallidiventris	5959	Pseudolyciella pallidiventris		Lauxaniidae	Diptera	1				saprophagous	phytosaprophagous	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, shadiness >> light shade, woodland habitat >> woodland litter			Plantae	Pseudolyciella		pallidiventris		NBNSYS0100004915	NBNSYS0100004915	R	Taxon
Pseudolyciella stylata	9434	Pseudolyciella stylata		Lauxaniidae	Diptera					saprophagous	saprophagous	open habitats; tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, shadiness >> light shade, woodland habitat			Plantae	Pseudolyciella		stylata		NBNSYS0100004916	NBNSYS0100004916	R	Taxon
Pseudolyciella subpallidiventris	5960	Pseudolyciella subpallidiventris		Lauxaniidae	Diptera	1	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	phytosaprophagous	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> heavy shade, shadiness >> light shade, woodland habitat >> woodland litter			Plantae	Pseudolyciella		subpallidiventris		NBNSYS0100004917	NBNSYS0100004917	R	Taxon
Pseudomalus auratus	3409	Pseudomalus auratus		Chrysididae	Hymenoptera	1				parasitoid	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry			Pompilidae	Pseudomalus		auratus		NBNSYS0100004922	NBNSYS0100004922	R	Taxon
Pseudomalus violaceus	3410	Pseudomalus violaceus		Chrysididae	Hymenoptera	4	Nb	[Scarce]	[GB Rarity listing] (1)		nectivore	tree-associated	decaying wood	dead trunks & branches >> trunks & branches, flowers (adult)	A212		Fagales, Sphecidae	Pseudomalus		violaceus		NBNSYS0100004923	NBNSYS0100004923	R	Taxon
Pseudomaro aenigmaticus	6603	Pseudomaro aenigmaticus		Linyphiidae	Araneae	8	DD; NR	DD; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	open habitats	tall sward & scrub	habitats >> litter & ground layer, nests >> ant nests, soil humidity >> dry			Arthropoda	Pseudomaro		aenigmaticus		NBNSYS0000009135	NBNSYS0000009135	R	Taxon
Pseudomedon obscurellus	7791	Pseudomedon obscurellus		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)	predator	predator	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> heavy shade, woodland habitat >> woodland litter			Arthropoda, Diptera, Plantae	Pseudomedon		obscurellus		NHMSYS0001719719	NHMSYS0001719719	R	Taxon
Pseudomedon obsoletus	7792	Pseudomedon obsoletus		Staphylinidae	Coleoptera	4	RDB I	[Threat]	[IUCN Threat listing] (1)	predator	predator	wetland	marshland	drawdown zone: mud/shallow litter			Arthropoda	Pseudomedon		obsoletus		NHMSYS0001719720	NHMSYS0001719720	R	Taxon
Pseudomicrodota paganettii	10861	Pseudomicrodota paganettii		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)			open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> variable humidity				Pseudomicrodota		paganettii		NHMSYS0001719723	NHMSYS0001719723	R	Taxon
Pseudomogoplistes vicentae	12700	Pseudomogoplistes vicentae	Scaly Cricket	Mogoplistidae	Orthoptera	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous		open habitats	short sward & bare ground	habitats >> stones, boulders, shingle and scree, soil humidity >> dry	F111			Pseudomogoplistes		vicentae		NHMSYS0020973988	NHMSYS0020973988	R	Taxon
Pseudopachychaeta approximatonervis	5918	Pseudopachychaeta approximatonervis		Chloropidae	Diptera	4	pNS	pLC; pNS	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	phytosaprophagous	wetland	acid & sedge peats; marshland	shallow freshwater pond, wetland vegetation		Wadensee Saltmarsh fidelity index: hal-1	Eleocharis	Pseudopachychaeta		approximatonervis		NBNSYS0000029968	NBNSYS0000029968	R	Taxon
Pseudopachychaeta oscinina	5919	Pseudopachychaeta oscinina		Chloropidae	Diptera	4	Notable; pNS	pLC; pNS; [Scarce]	GB Rarity listing (1); IUCN Threat listing (1); [GB Rarity listing] (1)	herbivore	phytosaprophagous	wetland	acid & sedge peats				Eleocharis	Pseudopachychaeta		oscinina		NHMSYS0021007932	NHMSYS0021007932	R	Taxon
Pseudopachychaeta ruficeps	5920	Pseudopachychaeta ruficeps		Chloropidae	Diptera	4		pLC	IUCN Threat listing (1)	herbivore	phytosaprophagous	open habitats; wetland	acid & sedge peats	base status >> acid	F003			Pseudopachychaeta		ruficeps		NBNSYS0000029971	NBNSYS0000029971	R	Taxon
Pseudopanthera macularia	4483	Pseudopanthera macularia	Speckled Yellow	Geometridae	Lepidoptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> dry	F001		Teucrium scorodonia	Pseudopanthera		macularia		NBNSYS0000006000	NBNSYS0000006000	R	Taxon
Pseudopasilia testacea	9268	Pseudopasilia testacea		Staphylinidae	Coleoptera	4	RDB K	[Threat]	[IUCN Threat listing] (1)	saprophagous	saprophagous	coastal	sandy beach	tidal litter	M211			Pseudopasilia		testacea		NBNSYS0000023720	NBNSYS0000023720	R	Taxon
Pseudophloeophagus truncorum	9793	Pseudophloeophagus truncorum		Curculionidae	Coleoptera	1				saprophagous	unknown	tree-associated	decaying wood	conifer or broadleaved, dead trunks & branches >> trunks & branches	A212		Fagales	Pseudophloeophagus		truncorum		NHMSYS0021367039	NHMSYS0021367039	R	Taxon
Pseudoplusia includens	5034	Pseudoplusia includens	Soybean Looper	Noctuidae	Lepidoptera	1				herbivore	nectivore							Pseudoplusia		includens		NBNSYS0000005300	NBNSYS0000005300	R	Taxon
Pseudopomyza atrimana	11722	Pseudopomyza atrimana		Pseudopomyzidae	Diptera	16	pDD	pDD	IUCN Threat listing (1)	saprophagous		tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, dead trunks & branches >> trunks & branches, sapwood & bark decay >> bark & cambium			Fagales	Pseudopomyza		atrimana		NBNSYS0000028916	NBNSYS0000028916	R	Taxon
Pseudopostega auritella	12550	Pseudopostega auritella	Fen Bent-wing	Opostegidae	Lepidoptera	16	pRDB 1	[Threat]	[IUCN Threat listing] (1)	herbivore								Pseudopostega		auritella		NHMSYS0021142154	NHMSYS0021142154	R	Taxon
Pseudopostega crepusculella	12551	Pseudopostega crepusculella	Mint Bent-wing	Opostegidae	Lepidoptera	1						tree-associated	arboreal	canopy, leaves and/or stems >> leaves (miners)			Mentha aquatica	Pseudopostega		crepusculella		NBNSYS0100004928	NBNSYS0100004928	R	Taxon
Pseudoprotapion astragali	1083	Pseudoprotapion astragali		Apionidae	Coleoptera	4	[Na]	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F112	calcareous grassland: Moderate	Astragalus	Pseudoprotapion		astragali		NBNSYS0000025050	NBNSYS0000025050	R	Taxon
Pseudopsis sulcata	10862	Pseudopsis sulcata		Staphylinidae	Coleoptera	4	Notable	[Scarce]	[GB Rarity listing] (1)									Pseudopsis		sulcata		NBNSYS0000023176	NBNSYS0000023176	R	Taxon
Pseudorchestes pratensis	1592	Pseudorchestes pratensis		Curculionidae	Coleoptera	4	Nb	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F112	calcareous grassland: Moderate	Centaurea	Pseudorchestes		pratensis		NHMSYS0020153225	NHMSYS0020153225	R	Taxon
Pseudorymosia fovea	11599	Pseudorymosia fovea		Mycetophilidae	Diptera	4	(LR); NS	Nationally Scarce; [Threat]	GB Rarity listing (1); [IUCN Threat listing] (1)									Pseudorymosia		fovea		NBNSYS0000011846	NBNSYS0000011846	R	Taxon
Pseudosciaphila branderiana	5655	Pseudosciaphila branderiana	Great Marble	Tortricidae	Lepidoptera	4				herbivore	nectivore	tree-associated	arboreal	canopy >> understorey, conifer or broadleaved >> broadleaved only			Populus tremula	Pseudosciaphila		branderiana		NHMSYS0000503950	NHMSYS0000503950	R	Taxon
Pseudoseps signata	11718	Pseudoseps signata		Piophilidae	Diptera	8	pDD; RDB 2	pDD; [Threat]	IUCN Threat listing (1); [IUCN Threat listing] (1)	necrophagous				dung & carrion >> carrion				Pseudoseps		signata		NBNSYS0100004931	NBNSYS0100004931	R	Taxon
Pseudospinolia neglecta	3411	Pseudospinolia neglecta		Chrysididae	Hymenoptera	4					nectivore	open habitats	short sward & bare ground	habitats >> exposed sand, habitats >> sward/field layer, soil humidity >> dry, soil type >> clay, soil type >> sand			Odynerus	Pseudospinolia		neglecta		NBNSYS0100004936	NBNSYS0100004936	R	Taxon
Pseudostyphlus pillumus	1593	Pseudostyphlus pillumus		Curculionidae	Coleoptera	4	[Na]	[Scarce]	[GB Rarity listing] (1)	herbivore	herbivore	open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> damp	F111		Matricaria chamomilla	Pseudostyphlus		pillumus		NBNSYS0000025333	NBNSYS0000025333	R	Taxon
Pseudoswammerdamia combinella	5692	Pseudoswammerdamia combinella	Copper-tipped Ermel	Yponomeutidae	Lepidoptera					herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only			Prunus spinosa	Pseudoswammerdamia		combinella		NHMSYS0000503952	NHMSYS0000503952	R	Taxon
Pseudotelphusa paripunctella	4213	Pseudotelphusa paripunctella	Tawny Groundling	Gelechiidae	Lepidoptera	4				herbivore	nectivore	open habitats; tree-associated	shaded woodland floor; tall sward & scrub	base status >> acidic, conifer or broadleaved >> broadleaved only, habitats >> sward/field layer			Myrica gale, Quercus	Pseudotelphusa		paripunctella		NBNSYS0100004937	NBNSYS0100004937	R	Taxon
Pseudotelphusa scalella	4214	Pseudotelphusa scalella	Black-spotted Groundling	Gelechiidae	Lepidoptera	4				herbivore	nectivore	tree-associated	arboreal	canopy, conifer or broadleaved >> broadleaved only, epiphytes >> moss			Marchantiophyta, Quercus	Pseudotelphusa		scalella		NHMSYS0000503954	NHMSYS0000503954	R	Taxon
Pseudoterpna pruinata	4484	Pseudoterpna pruinata	Grass Emerald	Geometridae	Lepidoptera	1				herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Cytisus scoparius, Genista anglica, Ulex	Pseudoterpna		pruinata		NBNSYS0000100128	NHMSYS0000522767	R	Taxon
Pseudotrichia rubiginosa	12758	Pseudotrichia rubiginosa			Pulmonata	8	NR; NT	Nationally Rare; NT	GB Rarity listing (1); IUCN Threat listing (1)								Plantae	Pseudotrichia		rubiginosa		NHMSYS0001702184	NHMSYS0001702184	R	Taxon
Pseudotriphyllus suturalis	845	Pseudotriphyllus suturalis		Mycetophagidae	Coleoptera	4	NS; NT (European); NT (Global)	LC; Nationally Scarce; NT (European)	GB Rarity listing (1); IUCN Threat listing (2)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, fungal fruiting bodies	A213	IEC: 1, IEC (older version): 1	Fagales	Pseudotriphyllus		suturalis		NBNSYS0000024791	NHMSYS0020153228	R	Taxon
Pseudovadonia livida	10256	Pseudovadonia livida		Cerambycidae	Coleoptera	1		LC	IUCN Threat listing (1)	herbivore		open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> variable humidity				Pseudovadonia		livida		NHMSYS0020153230	NHMSYS0020153230	R	Taxon
Psila fimetaria	11739	Psila fimetaria		Psilidae	Diptera	1				herbivore		open habitats						Psila		fimetaria		NBNSYS0000028926	NBNSYS0000028926	R	Taxon
Psila merdaria	11740	Psila merdaria		Psilidae	Diptera					herbivore		open habitats						Psila		merdaria		NBNSYS0000028927	NBNSYS0000028927	R	Taxon
Psilochorus simoni	6745	Psilochorus simoni		Pholcidae	Araneae	1		LC	IUCN Threat listing (1)	predator	predator							Psilochorus		simoni		NBNSYS0000008640	NBNSYS0000008640	R	Taxon
